SA1_CODE21,2025_supply,2026_supply,2027_supply,2028_supply,2029_supply,2030_supply,2031_supply,2032_supply,2033_supply,2034_supply,2035_supply,2036_supply,2037_supply,2038_supply,2039_supply,2040_supply,2041_supply,2042_supply,2043_supply,2044_supply,2045_supply,2025_demand,2026_demand,2027_demand,2028_demand,2029_demand,2030_demand,2031_demand,2032_demand,2033_demand,2034_demand,2035_demand,2036_demand,2037_demand,2038_demand,2039_demand,2040_demand,2041_demand,2042_demand,2043_demand,2044_demand,2045_demand
11701132103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.967,21.778,21.786,21.841,21.728,21.669,21.618,21.601,21.602,21.603,21.652,21.682,21.736,21.801,21.876,21.932,21.993,22.028,22.048,22.055,22.025
11701132106,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,30.371,30.109,30.302,30.612,31.193,32.187,33.213,34.417,35.67,36.962,38.351,39.665,40.817,41.623,42.215,42.644,43.007,43.248000000000005,43.421,43.535,43.563
11701132111,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,63.441,63.27,63.95399999999999,64.768,65.017,65.846,66.455,67.28200000000001,68.02199999999999,68.658,69.307,69.821,70.294,70.704,71.137,71.578,72.099,72.59,73.10900000000001,73.668,74.181
11701132112,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,27.165,26.938,27.116,27.399,27.14,27.061,27.018,27.119999999999997,27.256,27.416,27.639000000000003,27.839,28.074,28.489,28.974,29.444000000000003,29.871,30.214999999999996,30.513,30.769999999999996,30.965
11701132117,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,30.156999999999996,29.895000000000003,29.933,30.006,30.436,31.115,31.858000000000004,32.723,33.572,34.466,35.451,36.379,37.222,37.682,38.031,38.31,38.549,38.733,38.837999999999994,38.901,38.891
11701132119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.339,40.916,40.86,40.876000000000005,40.683,40.569,40.512,40.513,40.554,40.599,40.733,40.833,40.973,41.131,41.32,41.488,41.655,41.768,41.844,41.893,41.869
11701132120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.598,0.605,0.613,0.614,0.622,0.629,0.636,0.643,0.649,0.655,0.6599999999999999,0.665,0.669,0.6699999999999999,0.669,0.667,0.6659999999999999,0.665,0.6639999999999999,0.663
11701132122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11701132123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11701132131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.937,22.74,22.747,22.804,22.687,22.626,22.571,22.555,22.554,22.555999999999997,22.607,22.639,22.695,22.762,22.878,23.031,23.187,23.318,23.432,23.533,23.595
11701132132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.851,30.586,30.595,30.673,30.516,30.432,30.36,30.337000000000003,30.338,30.339,30.407,30.451,30.525999999999996,30.617,30.723,30.802,30.887,30.938,30.964,30.973999999999997,30.932
11701132134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.987,30.719,30.729,30.805999999999997,30.648000000000003,30.563,30.49,30.467,30.467,30.468,30.536,30.579,30.654,30.744,30.85,30.929,31.014000000000003,31.064,31.09,31.098999999999997,31.057
11701132306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.307,38.457,37.747,37.898,37.733,37.376000000000005,37.212999999999994,37.085,36.998000000000005,36.94,36.892,36.885000000000005,36.913,36.995,37.095,37.197,37.338,37.469,37.566,37.615,37.664
11701132307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.547,11.904,11.683,11.73,11.679,11.569,11.518,11.478,11.452,11.434,11.419,11.417,11.425999999999998,11.451,11.482,11.514,11.557,11.597,11.628,11.643,11.658
11701132308,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,30.708,31.655,31.071,31.194000000000003,31.058,30.765,30.631,30.526,30.454,30.407000000000004,30.367,30.362,30.384,30.452,30.534,30.618,30.734,30.841,30.921,30.962000000000003,31.002
11701132315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.298,26.135,29.770000000000003,30.626,30.963,30.956,30.931,30.971,30.835,30.668,30.471,30.304,30.132,30.035,29.96,29.896,29.872,29.817,29.787,29.716,29.644
11701132316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.554,35.696,33.07,34.022,34.396,34.389,34.361999999999995,34.408,34.257,34.072,33.854,33.67,33.479,33.372,33.289,33.218999999999994,33.192,33.132,33.101,33.021,32.943
11701132501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11701163401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.089,19.01,19.029,19.575,19.692,19.857,19.755,19.535,19.329,19.106,18.901,18.692,18.538,18.475,18.352,18.319,18.215,18.203,18.096,18.085,17.962
11701163402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3.995,5.829000000000001,7.786,8.045,8.234,8.403,8.532,8.652,8.743,8.843,8.841000000000001,8.94,8.948,9.036,9.045,9.115,9.123,9.173
11701163403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.634999999999998,14.44,14.575,15.078,15.225,15.395,15.449,15.401,15.353000000000002,15.273,15.203,15.111,15.058,14.993,14.965,14.925,14.906,14.877,14.844,14.818,14.772
11701163404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.056,8.485,7.101,6.721,6.539999999999999,6.552,6.769,6.927999999999999,7.071,7.178999999999999,7.281000000000001,7.356,7.441000000000001,7.439,7.522,7.529,7.604,7.612,7.67,7.677,7.719
11701163405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.103,22.218,22.284,22.947,23.095,23.299,23.367,23.282,23.201,23.069000000000003,22.955,22.807,22.719,22.619999999999997,22.573,22.51,22.475,22.43,22.375,22.336,22.261
11701163406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.475,19.548,19.718,20.403,20.616,20.857,20.909,20.843,20.795,20.719,20.68,20.623,20.632,20.575,20.625,20.604,20.668,20.665,20.724,20.725,20.767
11701163407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.685,9.217,9.563,10.108,10.384,10.648,10.74,10.771,10.809,10.825,10.859,10.88,10.933,10.918,10.997,11.003,11.092,11.104,11.19,11.207,11.285
11701163408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.932000000000002,18.821,18.811,19.324,19.415,19.562,19.613,19.536,19.463,19.348,19.249,19.121,19.043,18.96,18.917,18.864,18.833,18.793,18.746,18.712,18.647
11701163409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.731,12.344,12.376,12.748,12.839,12.953,12.899,12.771,12.653,12.504,12.393,12.26,12.169,12.124,12.061,12.042,11.979,11.963,11.897,11.884,11.809
11701163410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.074000000000002,13.759,13.794,14.208,14.311,14.437,14.573,14.623,14.681,14.697,14.756,14.783,14.858,14.803,14.909,14.885000000000002,14.989,14.968,15.065,15.049,15.131
11701163411,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,19.108,20.154,20.273,20.942,21.146,21.396,21.476,21.418,21.369,21.267,21.199,21.095,21.053,20.971,20.973,20.93,20.943,20.912,20.914,20.89,20.876
11701163412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.213,24.494,24.632,25.429,25.653,25.915,26.002,25.911,25.818,25.672000000000004,25.554,25.402,25.315,25.199,25.148,25.077,25.033,24.983000000000004,24.93,24.882,24.799999999999997
11701163413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.637,10.731,11.096,11.2,11.323,11.362,11.325,11.291,11.231,11.179,11.111,11.071,11.024,11.003,10.974,10.959,10.938,10.914,10.895,10.86
11701163414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.619,19.646,19.756,20.396,20.576,20.786,20.856,20.783,20.707,20.591,20.494999999999997,20.374,20.305,20.212,20.17,20.114,20.078,20.038,19.997,19.958,19.891
11701163415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532,10.017,10.028,10.315,10.376,10.464,10.685,10.837,10.991,11.13,11.273,11.409,11.572,11.532,11.711,11.689,11.876,11.868,12.05,12.043,12.209
11701163416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.379,19.446,19.615,20.295,20.507,20.747,20.89,20.912,20.951,20.958,21.0,21.023,21.111,21.051,21.179,21.158,21.3,21.295,21.430999999999997,21.43,21.547
11701163417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.904,24.222,24.422,25.254,25.503,25.8,25.895000000000003,25.823,25.756,25.634,25.532,25.394,25.321,25.219,25.196,25.135,25.128,25.086,25.06,25.026,24.978
11701163418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.323,9.833,9.891,10.218,10.318,10.439,10.478,10.45,10.426,10.376,10.343,10.293,10.271,10.232,10.233,10.211,10.218,10.204,10.204,10.192,10.185
11701163419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.849,21.009,21.193,21.914,22.121,22.363,22.44,22.368,22.3,22.182,22.08,21.944,21.866,21.773,21.732,21.674,21.645,21.602,21.555,21.518,21.45
11701163420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.921999999999997,34.216,34.983000000000004,36.52,37.109,37.695,37.866,37.783,37.703,37.536,37.391,37.188,37.079,36.927,36.879000000000005,36.785,36.755,36.688,36.623,36.564,36.463
11701163421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.091,23.395,23.614,24.429,24.667,24.943,25.029000000000003,24.951,24.876,24.744999999999997,24.632,24.482,24.394,24.291,24.247,24.181,24.149,24.101999999999997,24.05,24.009,23.933
11701163422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.049,15.058,15.395,16.072,16.331,16.589,16.664,16.628,16.592,16.519,16.455,16.366,16.317,16.251,16.23,16.189,16.174999999999997,16.145,16.117,16.092,16.047
11701163423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.147,22.195,22.185,22.789,22.896,23.069,23.130000000000003,23.039,22.952,22.818,22.700000000000003,22.549999999999997,22.458,22.359,22.309,22.246,22.209,22.163,22.107,22.067,21.991
11701163424,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,13.129,15.514,16.073,16.964,17.401,17.819,17.941000000000003,17.96,17.991999999999997,17.989,18.018,18.022,18.083,18.036,18.142,18.129,18.25,18.25,18.365,18.372,18.477
11701163425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.088,17.012999999999998,17.153,17.738,17.913,18.122,18.188,18.138,18.09,18.005000000000003,17.933,17.836,17.785,17.714,17.697,17.654,17.649,17.619999999999997,17.602,17.578,17.544
11701163501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.216,37.018,38.078,39.259,40.409,41.793,43.087,44.546,45.395,45.567,45.776,45.952,46.167,46.376999999999995,46.569,46.731,46.843,46.888000000000005,46.92,46.895,46.819
11701163502,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,33.164,33.317,33.843,34.514,34.382999999999996,34.443,34.202,34.06,34.074999999999996,34.221,34.388,34.537,34.71,34.888,34.896,34.717,34.606,34.42,34.3,34.129000000000005,33.980000000000004
11701163503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.61,0.668,0.73,0.749,0.775,0.782,0.79,0.796,0.8,0.8029999999999999,0.8069999999999999,0.81,0.8140000000000001,0.8180000000000001,0.821,0.823,0.8260000000000001,0.827,0.8260000000000001,0.825
11701163504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.488,17.686,17.825,18.059,18.096,18.111,18.068,18.043,18.019,17.993,17.982,17.958,17.963,17.973,17.982,17.992,17.993,17.969,17.956,17.921999999999997,17.88
11701163505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.985,39.56,38.639,37.923,37.243,36.83,36.375,36.092,36.053,36.191,36.359,36.498999999999995,36.67,36.837,36.99,37.119,37.208,37.245000000000005,37.272000000000006,37.253,37.193
11701163506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.173,22.339,22.322,22.414,22.185,21.99,21.758000000000003,21.598,21.462,21.338,21.265,21.203,21.199,21.221,21.264,21.329,21.392,21.451,21.503,21.551,21.567
11701163507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.602,20.382,19.908,19.539,19.189,18.976,18.741999999999997,18.596,18.576,18.647,18.733,18.806,18.894,18.979,19.059,19.126,19.171999999999997,19.19,19.204,19.194,19.163
11701163508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.381,13.85,14.186,14.606,14.657,14.652,14.582,14.52,14.454999999999998,14.387,14.347,14.315,14.307,14.311,14.323,14.338,14.352,14.357,14.367,14.362,14.343
11701163509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.871,11.86,11.792,11.788,11.677,11.625,11.521,11.451,11.201,10.806,10.499,10.258,10.089,9.981,10.042,10.274,10.466,10.647,10.798,10.926,11.016
11701163510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.332999999999998,13.68,13.908,14.225,14.219,14.175999999999998,14.079,13.999,13.919999999999998,13.843,13.796,13.759,13.747,13.746,13.733,13.697,13.676000000000002,13.642,13.623,13.587,13.55
11701163511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.994,18.976,18.867,18.861,18.683999999999997,18.6,18.432,18.322000000000003,17.922,17.289,16.8,16.413,16.143,15.968,16.068,16.437,16.747,17.035,17.277,17.482,17.627
11701163512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.497,52.929,51.697,50.739,49.829,49.276,48.669,48.289,48.238,48.422,48.646,48.833,49.063,49.286,49.491,49.665,49.783,49.831999999999994,49.867999999999995,49.842,49.762
11701163513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09,21.244,21.214,21.286,21.064,20.865,20.621,20.433999999999997,20.277,20.138,20.044,19.967,19.928,19.918,19.722,19.316000000000003,19.067,18.755,18.557,18.33,18.162
11701163514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.033,23.882,23.554,23.357,22.924999999999997,22.555,22.156,21.839,21.599,21.397,21.288,21.174,21.096,21.057,21.039,21.049,21.046,21.026,21.033,21.045,21.038
11701163515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.938,30.379,30.406,30.584,30.281,30.015,29.662,29.388,29.222,29.137,29.105,29.082,29.104,29.144,29.248,29.426,29.588,29.787,29.988,30.213,30.421
11701163516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.611,56.429,56.690000000000005,57.092,56.822,56.686,56.349999999999994,56.129000000000005,55.934,55.733,55.609,55.49,55.45099999999999,55.447,55.466,55.485,55.495,55.455,55.432,55.353,55.236
11701163517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.123000000000005,32.662,32.394,32.365,32.074,31.952,31.903,32.048,32.025999999999996,31.783,31.648,31.56,31.549,31.584,31.744,32.043,32.335,32.620999999999995,32.911,33.201,33.472
11701163518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.959,20.253,20.27,20.39,20.188,20.01,19.774,19.592,19.481,19.424,19.403,19.388,19.402,19.43,19.366,19.192,19.083,18.932,18.834,18.707,18.599
11701163519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.055,39.803,39.256,38.929,38.207,37.592,36.928,36.399,35.998000000000005,35.662,35.480000000000004,35.289,35.160000000000004,35.095,35.063,35.083,35.077,35.043,35.055,35.076,35.064
11701163520,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,16.582,16.658,16.922,17.257,17.191000000000003,17.221,17.101,17.029,17.038,17.111,17.194,17.269,17.355,17.444,17.701,18.166,18.525,18.976,19.363,19.81,20.21
11701163521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.734,8.774000000000001,8.913,9.09,9.055,9.071,9.007,8.969999999999999,8.974,9.013,9.056,9.095,9.141,9.188,9.249,9.329,9.395,9.472,9.544,9.622,9.692
11701163522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.175999999999998,14.283,14.272,14.329999999999998,14.184,14.059,13.911,13.808,13.721,13.642,13.595,13.556,13.553,13.568,13.595,13.636,13.676,13.715,13.749,13.778,13.789
11701163523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274,19.491,19.643,19.902,19.942,19.958,19.912,19.883000000000003,19.857,19.829,19.817,19.792,19.795,19.807,19.817,19.828000000000003,19.829,19.802,19.789,19.752,19.704
11701163524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.098,24.076,23.937,23.93,23.704,23.599,23.387,23.246,22.739,21.936,21.315,20.824,20.483,20.261,20.386000000000003,20.855,21.247,21.614,21.92,22.18,22.364
11701163525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.488,18.482,18.35,18.317,18.084,17.906,17.696,17.551000000000002,17.39,17.207,17.078,16.974,16.916,16.89,16.986,17.212,17.41,17.639,17.851,18.085,18.291
11701163526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.982,16.053,15.999,16.029,15.868,15.725,15.547,15.407,15.302,15.213,15.175999999999998,15.129,15.1,15.094,15.096,15.115,15.123,15.114,15.121,15.124,15.114
11701163527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.832,38.26,38.56,39.067,39.145,39.177,39.085,39.03,38.98,38.924,38.899,38.849,38.858,38.881,38.9,38.921,38.924,38.871,38.845,38.771,38.679
11701163528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.775,28.37,28.847,29.514,29.671,29.754,29.718000000000004,29.697,29.665999999999997,29.619999999999997,29.61,29.591,29.61,29.638,29.67,29.695,29.713,29.697000000000003,29.699,29.668999999999997,29.621
11701163529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.511,17.561,17.137,16.859,16.461,16.168,15.925,15.79,16.021,16.574,17.176000000000002,17.799999999999997,18.465,19.155,19.782,20.32,20.765,21.293,21.762,22.288,22.768
11701163530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.041,27.62,28.084,28.734,28.886000000000003,28.968000000000004,28.932,28.912,28.881,28.838,28.827,28.808999999999997,28.828,28.855,28.886,28.91,28.927999999999997,28.912,28.913,28.885,28.836999999999996
11701163531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.159,27.558,27.685,27.882,27.75,27.683999999999997,27.520000000000003,27.412,27.317,27.218,27.158,27.1,27.081000000000003,27.079,27.088,27.097,27.101999999999997,27.083,27.071,27.033,26.976
11701163532,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,18.519,18.501,18.394,18.389000000000003,18.216,18.135,17.972,17.864,17.474,16.857,16.38,16.003,15.74,15.569,15.667000000000002,16.026,16.328,16.609,16.846,17.045,17.187
11701163533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.914,42.582,43.126999999999995,43.891,43.962,44.075,44.052,44.135,44.128,43.998000000000005,43.948,43.913,43.944,44.004,44.171,44.462,44.723,45.045,45.366,45.727,46.061
